iter	Passed	Remaining
192	874404	3656189
193	878888	3651465
194	883383	3646789
195	887878	3642114
196	892369	3637424
197	896843	3632667
198	901394	3628226
199	905915	3623660
200	910431	3619080
201	914906	3614332
202	919386	3609612
203	923846	3604814
204	928353	3600199
205	932857	3595577
206	937377	3591016
207	941888	3586420
208	946405	3581850
209	950959	3577418
210	955437	3572704
211	959951	3568123
212	964546	3563840
213	969043	3559197
214	973544	3554567
215	978024	3549867
216	982516	3545208
217	986992	3540494
218	991494	3535878
219	996009	3531305
220	1000478	3526573
221	1004979	3521955
222	1009440	3517199
223	1013916	3512497
224	1018393	3507799
225	1022903	3503218
226	1027374	3498505
227	1031902	3493985
228	1036382	3489306
229	1040876	3484674
230	1045322	3479882
231	1049795	3475185
232	1054290	3470562
233	1058769	3465887
234	1063266	3461271
235	1067760	3456647
236	1072277	3452098
237	1076763	3447453
238	1081264	3442855
239	1085766	3438260
240	1090261	3433645
241	1094762	3429049
242	1099223	3424329
243	1103722	3419730
244	1108234	3415173
245	1112733	3410574
246	1117262	3406065
247	1121753	3401446
248	1126223	3396761
249	1130714	3392144
250	1135183	3387461
251	1139689	3382887
252	1144210	3378362
253	1148828	3374119
254	1153318	3369498
255	1157807	3364878
256	1162298	3360263
257	1166761	3355569
258	1171257	3350973
259	1175735	3346322
260	1180262	3341814
261	1184758	3337221
262	1189283	3332708
263	1193746	3328021
264	1198283	3323540
265	1202758	3318889
266	1207270	3314341
267	1211753	3309713
268	1216197	3304981
269	1220668	3300327
270	1225123	3295628
271	1229627	3291062
272	1234141	3286522
273	1238654	3281983
274	1243141	3277373
275	1247680	3272901
276	1252174	3268310
277	1256719	3263854
278	1261236	3259323
279	1265741	3254763
280	1270257	3250232
281	1274777	3245709
282	1279232	3241023
283	1283679	3236317
284	1288150	3231677
285	1292602	3226986
286	1297123	3222470
287	1301615	3217882
288	1306142	3213381
289	1310646	3208824
290	1315153	3204273
291	1319595	3199566
292	1324045	3194882
293	1328676	3190631
294	1333228	3186189
295	1337710	3181580
296	1342196	3176984
297	1346693	3172411
298	1351150	3167746
299	1355607	3163083
300	1360066	3158427
301	1364566	3153866
302	1369021	3149200
303	1373501	3144595
304	1377999	3140032
305	1382481	3135431
306	1386949	3130801
307	1391432	3126205
308	1395882	3121537
309	1400379	3116973
310	1404852	3112358
311	1409354	3107807
312	1413874	3103295
313	1418326	3098635
314	1422785	3093993
315	1427289	3089450
316	1431829	3084982
317	1436337	3080447
318	1440827	3075873
319	1445326	3071319
320	1449770	3066648
321	1454252	3062060
322	1458754	3057513
323	1463251	3052956
324	1468215	3049371
325	1473395	3046221
326	1478485	3042877
327	1483789	3039959
328	1488971	3036776
329	1494015	3033305
330	1499459	3030629
331	1504320	3026765
332	1508881	3022293
333	1513479	3017895
334	1517942	3013230
335	1522388	3008528
336	1526812	3003788
337	1531292	2999158
338	1535843	2994667
339	1540351	2990094
340	1544881	2985562
341	1549531	2981262
342	1554046	2976701
343	1558617	2972248
344	1563534	2968449
345	1568277	2964316
346	1572936	2960021
347	1577595	2955725
348	1582297	2951506
349	1586895	2947091
350	1591460	2942614
351	1595991	2938075
352	1600536	2933561
353	1605038	2928969
354	1609612	2924507
355	1614148	2919977
356	1618654	2915391
357	1623085	2910672
358	1627550	2906017
359	1632042	2901408
360	1636495	2896732
361	1641021	2892187
362	1645533	2887616
363	1650018	2882999
364	1654475	2878333
365	1658917	2873644
366	1663375	2868983
367	1667905	2864445
368	1672481	2859988
369	1676974	2855388
370	1681482	2850814
371	1686025	2846301
372	1690525	2841715
373	1695148	2837334
374	1699655	2832759
375	1704216	2828274
376	1708638	2823559
377	1713125	2818952
378	1717626	2814370
379	1722162	2809843
380	1726632	2805211
381	1731230	2800787
382	1735724	2796193
383	1740180	2791539
384	1744751	2787070
385	1749311	2782584
386	1754176	2778579
387	1758760	2774126
388	1763281	2769575
389	1767823	2765057
390	1772299	2760436
391	1776795	2755845
392	1781358	2751360
393	1785845	2746756
394	1790309	2742119
395	1794804	2737530
396	1799355	2733026
397	1803837	2728416
398	1808288	2723762
399	1812836	2719254
400	1817385	2714747
401	1821828	2710083
402	1826347	2705532
403	1830811	2700899
404	1835341	2696366
405	1839920	2691903
406	1844462	2687386
407	1848974	2682825
408	1853473	2678246
409	1857946	2673630
410	1862467	2669084
411	1866982	2664528
412	1871485	2659956
413	1876127	2655581
414	1880575	2650931
415	1884946	2646175
416	1889404	2641542
417	1893898	2636959
418	1898412	2632405
419	1902827	2627714
420	1907286	2623084
421	1911773	2618495
422	1916207	2613833
423	1920694	2609244
424	1925178	2604652
425	1929637	2600027
426	1934092	2595397
427	1938661	2590921
428	1943066	2586225
429	1947579	2581675
430	1952181	2577241
431	1956580	2572540
432	1961009	2567881
433	1965530	2563341
434	1970019	2558761
435	1974501	2554171
436	1978929	2549513
437	1983401	2544911
438	1987877	2540316
439	1992398	2535780
440	1996938	2531266
441	2001356	2526599
442	2005774	2521933
443	2010191	2517266
444	2014585	2512572
445	2019077	2508002
446	2023638	2503517
447	2028091	2498898
448	2032605	2494355
449	2037056	2489735
450	2041536	2485152
451	2046052	2480611
452	2050523	2476018
453	2054975	2471402
454	2059669	2467076
455	2064274	2462642
456	2068791	2458105
457	2073264	2453513
458	2077643	2448812
459	2082133	2444243
460	2086553	2439593
461	2090943	2434907
462	2095488	2430405
463	2099914	2425763
464	2104449	2421248
465	2108991	2416741
466	2113354	2412030
467	2117716	2407319
468	2122191	2402736
469	2126625	2398110
470	2131075	2393501
471	2135539	2388908
472	2140051	2384369
473	2144561	2379829
474	2148966	2375174
475	2153320	2370462
476	2157776	2365864
477	2162151	2361177
478	2166638	2356615
479	2171100	2352025
480	2175455	2347321
481	2179952	2342770
482	2184377	2338143
483	2188864	2333582
484	2193344	2329015
485	2197704	2324321
486	2202199	2319770
487	2206714	2315241
488	2211226	2310709
489	2215589	2306021
490	2220038	2301424
491	2224384	2296722
492	2228824	2292117
493	2233291	2287541
494	2237625	2282830
495	2242119	2278282
496	2246589	2273711
497	2250945	2269025
498	2255346	2264386
499	2259778	2259778
500	2264251	2255212
501	2268625	2250548
502	2273149	2246034
503	2277570	2241418
504	2282081	2236892
505	2286465	2232241
506	2290809	2227552
507	2295332	2223038
508	2299804	2218475
509	2304305	2213940
510	2308834	2209432
511	2313316	2204879
512	2317889	2200413
513	2322244	2195740
514	2326720	2191182
515	2331108	2186543
516	2335552	2181956
517	2340096	2177463
518	2344442	2172787
519	2348913	2168227
520	2353373	2163658
521	2357731	2158995
522	2362085	2154330
523	2366408	2149638
524	2370871	2145074
525	2375376	2140548
526	2379733	2135890
527	2384199	2131329
528	2388659	2126764
529	2393035	2122125
530	2397376	2117456
531	2401866	2112919
532	2406355	2108383
533	2410708	2103726
534	2415127	2099129
535	2419527	2094516
536	2424165	2090109
537	2428598	2085524
538	2433072	2080976
539	2437480	2076372
540	2441833	2071722
541	2446264	2067139
542	2450772	2062620
543	2455215	2058048
544	2459705	2053515
545	2464206	2048992
546	2468712	2044472
547	2473124	2039876
548	2477637	2035363
549	2482077	2030790
550	2486602	2026287
551	2491070	2021738
552	2495525	2017178
553	2499898	2012553
554	2504249	2007911
555	2508691	2003343
556	2513122	1998766
557	2517458	1994115
558	2521821	1989486
559	2526319	1984965
560	2530721	1980368
561	2535199	1975831
562	2539714	1971323
563	2544052	1966679
564	2548516	1962132
565	2552967	1957576
566	2557446	1953040
567	2561889	1948479
568	2566386	1943959
569	2570881	1939436
570	2575389	1934924
571	2579745	1930298
572	2584210	1925755
573	2588719	1921244
574	2593139	1916668
575	2597628	1912142
576	2601978	1907516
577	2606544	1903047
578	2610980	1898484
579	2615511	1893990
580	2620033	1889490
581	2624514	1884960
582	2629046	1880467
583	2633450	1875882
584	2637787	1871251
585	2642129	1866624
586	2646476	1862001
587	2650932	1857456
588	2655290	1852842
589	2659740	1848294
590	2664296	1843819
591	2668669	1839218
592	2673223	1834741
593	2677719	1830226
594	2682205	1825702
595	2686600	1821118
596	2691128	1816624
597	2695530	1812045
598	2699859	1807418
599	2704286	1802857
600	2708785	1798344
601	2713303	1793845
602	2717664	1789242
603	2722209	1784759
604	2726654	1780212
605	2731015	1775610
606	2735543	1771118
607	2740050	1766611
608	2744524	1762083
609	2749053	1757591
610	2753507	1753051
611	2757961	1748511
612	2762428	1743980
613	2766924	1739467
614	2771280	1734866
615	2775774	1730353
616	2780139	1725759
617	2784470	1721145
618	2789153	1716748
619	2793697	1712266
620	2798147	1707725
621	2802586	1703179
622	2807031	1698637
623	2811368	1694029
624	2815931	1689558
625	2820390	1685025
626	2824851	1680494
627	2829303	1675956
628	2833800	1671446
629	2838160	1666856
630	2842532	1662273
631	2847001	1657747
632	2851416	1653191
633	2855853	1648647
634	2860288	1644103
635	2864808	1639607
636	2869316	1635104
637	2873677	1630518
638	2878141	1625992
639	2882548	1621433
640	2886892	1616840
641	2891312	1612289
642	2895796	1607775
643	2900305	1603274
644	2904797	1598764
645	2909282	1594250
646	2913799	1589754
647	2918293	1585246
648	2922640	1580657
649	2927135	1576150
650	2931609	1571631
651	2936129	1567136
652	2940582	1562606
653	2944973	1558044
654	2949399	1553500
655	2953891	1548992
656	2958275	1544426
657	2962622	1539843
658	2966978	1535265
659	2971587	1530817
660	2976032	1526285
661	2980541	1521787
662	2984887	1517205
663	2989385	1512701
664	2993744	1508127
665	2998158	1503580
666	3002687	1499093
667	3007049	1494521
668	3011528	1490009
669	3016046	1485515
670	3020488	1480984
671	3024990	1476483
672	3029453	1471963
673	3033894	1467432
674	3038391	1462929
675	3042732	1458351
676	3047140	1453805
677	3051499	1449237
678	3055921	1444699
679	3060313	1440147
680	3064780	1435631
681	3069205	1431095
682	3073575	1426535
683	3077909	1421958
684	3082390	1417449
685	3086891	1412950
686	3091259	1408390
687	3095639	1403836
688	3100004	1399276
689	3104500	1394775
690	3108983	1390268
691	3113425	1385744
692	3117780	1381181
693	3122232	1376661
694	3126705	1372151
695	3131148	1367628
696	3135542	1363083
697	3139978	1358558
698	3144453	1354049
699	3148823	1349495
700	3153340	1345005
701	3157897	1340531
702	3162377	1336025
703	3166871	1331525
704	3171357	1327022
705	3175780	1322492
706	3180136	1317934
707	3184591	1313419
708	3189097	1308924
709	3193576	1304418
710	3197929	1299861
711	3202286	1295306
712	3206798	1290815
713	3211311	1286323
714	3215664	1281768
715	3220141	1277262
716	3224639	1272765
717	3229115	1268259
718	3233667	1263783
719	3238109	1259264
720	3242552	1254746
721	3247034	1250243
722	3251394	1245693
723	3255767	1241148
724	3260135	1236603
725	3264608	1232097
726	3269037	1227575
727	3273552	1223085
728	3277943	1218549
729	3282433	1214050
730	3286886	1209538
731	3291330	1205022
732	3295785	1200511
733	3300175	1195976
734	3304534	1191430
735	3308989	1186920
736	3313340	1182372
737	3317787	1177859
738	3322245	1173350
739	3326660	1168826
740	3331142	1164326
741	3335546	1159799
742	3340175	1155349
743	3344721	1150871
744	3349091	1146333
745	3353533	1141819
746	3358017	1137320
747	3362423	1132794
748	3366943	1128308
749	3371302	1123767
750	3375641	1119220
751	3380170	1114736
752	3384669	1110243
753	3389028	1105704
754	3393482	1101196
755	3397861	1096664
756	3402294	1092149
757	3406813	1087663
758	3411341	1083179
759	3415817	1078679
760	3420285	1074176
761	3424655	1069643
762	3429224	1065172
763	3433575	1060633
764	3438054	1056134
765	3442497	1051624
766	3446998	1047132
767	3451516	1042645
768	3455998	1038147
769	3460413	1033630
770	3464895	1029132
771	3469441	1024653
772	3473815	1020124
773	3478317	1015632
774	3482747	1011120
775	3487087	1006581
776	3491481	1002059
777	3495961	997562
778	3500429	993061
779	3504881	988556
780	3509260	984030
781	3513618	979499
782	3518190	975028
783	3522734	970549
784	3527210	966051
785	3531589	961526
786	3536077	957032
787	3540550	952533
788	3545074	948049
789	3549634	943573
790	3554102	939073
791	3558440	934539
792	3562900	930038
793	3567416	925551
794	3571868	921047
795	3576329	916546
796	3580859	912063
797	3585307	907558
798	3589773	903059
799	3594209	898552
800	3598568	894026
801	3603041	889528
802	3607584	885048
803	3612025	880543
804	3616496	876045
805	3620972	871549
806	3625399	867040
807	3629776	862521
808	3634119	857993
809	3638586	853495
810	3643048	848996
811	3647474	844489
812	3651957	839995
813	3656420	835496
814	3660980	831020
815	3665437	826520
816	3669937	822029
817	3674335	817517
818	3678803	813020
819	3683237	808515
820	3687662	804009
821	3692178	799522
822	3696665	795030
823	3701282	790565
824	3705848	786089
825	3710351	781599
826	3714900	777119
827	3719256	772599
828	3723710	768099
829	3728155	763598
830	3732628	759102
831	3736985	754583
832	3741456	750088
833	3745919	745590
834	3750406	741098
835	3754842	736595
836	3759371	732111
837	3763827	727613
838	3768296	723117
839	3772701	718609
840	3777058	714093
841	3781536	709599
842	3785879	705080
843	3790364	700588
844	3794809	696089
845	3799286	691595
846	3803791	687107
847	3808263	682613
848	3812617	678098
849	3817109	673607
850	3821477	669095
851	3825971	664605
852	3830496	660120
853	3834857	655607
854	3839369	651121
855	3843848	646628
856	3848309	642133
857	3852664	637620
858	3857152	633129
859	3861645	628639
860	3866161	624153
861	3870647	619662
862	3875138	615172
863	3879623	610681
864	3884293	606219
865	3888828	601735
866	3893342	597248
867	3897799	592752
868	3902284	588261
869	3906819	583777
870	3911179	579267
871	3915643	574773
872	3920209	570293
873	3924973	565842
874	3929356	561336
875	3933816	556841
876	3938250	552342
877	3942729	547850
878	3947235	543362
879	3951801	538881
880	3956152	534372
881	3960686	529887
882	3965145	525393
883	3969642	520903
884	3974119	516410
885	3978539	511911
886	3982980	507414
887	3987438	502920
888	3991960	498433
889	3996416	493939
890	4000883	489445
891	4005406	484959
892	4009879	480467
893	4014420	475982
894	4018801	471479
895	4023319	466992
896	4027801	462501
897	4032191	457999
898	4036632	453503
899	4041078	449008
900	4045578	444519
901	4050061	440028
902	4054522	435535
903	4059057	431050
904	4063547	426560
905	4068303	422097
906	4072873	417615
907	4077301	413118
908	4081826	408631
909	4086265	404136
910	4090726	399642
911	4095163	395147
912	4099558	390647
913	4104039	386156
914	4108513	381665
915	4113022	377176
916	4117490	372684
917	4122015	368197
918	4126382	363696
919	4130872	359206
920	4135321	354712
921	4139692	350212
922	4144061	345712
923	4148512	341219
924	4153009	336730
925	4157354	332229
926	4161713	327729
927	4166164	323236
928	4170653	318747
929	4175165	314259
930	4179669	309771
931	4184173	305283
932	4188548	300785
933	4192917	296287
934	4197367	291795
935	4201791	287302
936	4206175	282805
937	4210641	278315
938	4215094	273824
939	4219573	269334
940	4223954	264838
941	4228443	260350
942	4232937	255861
943	4237377	251369
944	4241867	246881
945	4246375	242393
946	4250925	237908
947	4255442	233420
948	4259927	228931
949	4264481	224446
950	4268935	219955
951	4273307	215460
952	4277662	210965
953	4282191	206478
954	4286548	201983
955	4290993	197493
956	4295350	192999
957	4299706	188504
958	4304153	184014
959	4308647	179526
960	4313076	175036
961	4317565	170548
962	4321918	166055
963	4326272	161562
964	4330704	157072
965	4335210	152585
966	4339682	148096
967	4344163	143608
968	4348617	139119
969	4353116	134632
970	4357643	130145
971	4362094	125657
972	4366564	121168
973	4371044	116680
974	4375509	112192
975	4379947	107703
976	4384412	103215
977	4388778	98725
978	4393112	94234
979	4397470	89744
980	4401927	85256
981	4406468	80770
982	4410889	76281
983	4415372	71794
984	4419726	67305
985	4424230	62818
986	4428640	58330
987	4433310	53845
988	4437803	49358
989	4442172	44870
990	4446691	40383
991	4451216	35896
992	4455757	31410
993	4460255	26923
994	4464730	22435
995	4469206	17948
996	4473701	13461
997	4478225	8974
998	4482732	4487
999	4487161	0
