iter	Logloss
115	0.2566377838
116	0.2553593159
117	0.2541977192
118	0.2529798936
119	0.2520990677
120	0.2510212998
121	0.2497959448
122	0.2488136461
123	0.2479526318
124	0.2470933176
125	0.2461768534
126	0.2454504059
127	0.2445429415
128	0.2438163452
129	0.2431278921
130	0.2420669838
131	0.2408938305
132	0.2401067456
133	0.2390969401
134	0.2380687604
135	0.2371922243
136	0.2363893177
137	0.2356397841
138	0.234901132
139	0.2340851169
140	0.2334567337
141	0.2325349706
142	0.2315868278
143	0.2306071683
144	0.2299981488
145	0.2292554302
146	0.2283090115
147	0.2278661694
148	0.2269709333
149	0.2262774252
150	0.2252531835
151	0.2244388579
152	0.2233417947
153	0.2223478162
154	0.2216768919
155	0.2208756494
156	0.2201420593
157	0.2195787438
158	0.2184966878
159	0.2178706219
160	0.2170640584
161	0.2163570957
162	0.2156960602
163	0.2151228569
164	0.2146052805
165	0.2139372166
166	0.2134012381
167	0.2129194928
168	0.2123456191
169	0.2114660041
170	0.2109184963
171	0.2104264867
172	0.2098309623
173	0.2092462239
174	0.2087707887
175	0.2081131796
176	0.2072783242
177	0.2065669525
178	0.2061066465
179	0.2055840104
180	0.2049841823
181	0.2041875918
182	0.2036099522
183	0.203164887
184	0.2025210454
185	0.2020888385
186	0.2016588087
187	0.2010305482
188	0.200385262
189	0.1996211867
190	0.199095265
191	0.1984697081
192	0.1977261631
193	0.1973094611
194	0.1967354075
195	0.1962672413
196	0.1956312731
197	0.1951744229
198	0.194730505
199	0.1941501761
200	0.1936727337
201	0.1931092561
202	0.1924876223
203	0.1921688478
204	0.1917914602
205	0.1909574675
206	0.1904713543
207	0.1899229893
208	0.1893325585
209	0.1888021981
210	0.1881726554
211	0.187690731
212	0.1873898817
213	0.186844849
214	0.1863052096
215	0.1858687025
216	0.1853906001
217	0.1850279855
218	0.1846402962
219	0.1841334282
220	0.1838612051
221	0.1832244676
222	0.1828679303
223	0.182364021
224	0.1817111961
225	0.1813126041
226	0.1809746858
227	0.1805372535
228	0.1800443745
229	0.1797693054
230	0.1794024976
231	0.1789271568
232	0.1783575471
233	0.1780275499
234	0.1775927413
235	0.1771076389
236	0.1766651276
237	0.1762778903
238	0.1759002175
239	0.175640426
240	0.1751713675
241	0.1749643442
242	0.1746871559
243	0.1743396375
244	0.1740027107
245	0.1736660638
246	0.1730966022
247	0.1726744002
248	0.1723142669
249	0.1718094892
250	0.1715411018
251	0.1712280629
252	0.1709158687
253	0.170243511
254	0.1697184411
255	0.1692687731
256	0.1688130852
257	0.1684084136
258	0.1678964753
259	0.1676285102
260	0.1672231983
261	0.1668448084
262	0.1664365069
263	0.1660968951
264	0.1654964596
265	0.1651534388
266	0.1645450848
267	0.1642200444
268	0.1639184616
269	0.163629471
270	0.1632827519
271	0.1627817292
272	0.162390759
273	0.1621028585
274	0.1617758241
275	0.1613833338
276	0.1611610173
277	0.1607006749
278	0.1601670114
279	0.1597421959
280	0.1594073454
281	0.159160972
282	0.1589025346
283	0.1585408095
284	0.1582935569
285	0.1580283198
286	0.1574480321
287	0.1571099469
288	0.1567744821
289	0.1564106745
290	0.156086086
291	0.1557738355
292	0.15540687
293	0.1550004119
294	0.1547058014
295	0.1544431997
296	0.1541058427
297	0.1538494269
298	0.1533454092
299	0.152935462
300	0.1526622654
301	0.1523974985
302	0.1520958224
303	0.1517518755
304	0.151340236
305	0.1510517814
306	0.1507737078
307	0.1504550871
308	0.1502911232
309	0.1500057118
310	0.1497191959
311	0.1493745644
312	0.1491241795
313	0.1488802352
314	0.1486572668
315	0.1481805919
316	0.147796134
317	0.1474773141
318	0.1472295161
319	0.1469061994
320	0.1466662088
321	0.1462460545
322	0.1460202714
323	0.1458223971
324	0.1454554752
325	0.1452396031
326	0.1450204822
327	0.1445815549
328	0.1442483002
329	0.1439444748
330	0.143380806
331	0.1430923504
332	0.1428000876
333	0.1423760136
334	0.1421265873
335	0.1419118679
336	0.1417684267
337	0.1415366184
338	0.1410456359
339	0.1407410712
340	0.1404186876
341	0.1401394181
342	0.1398850093
343	0.1397031097
344	0.139456205
345	0.1391704175
346	0.138777804
347	0.138539681
348	0.1382208439
349	0.1379332305
350	0.1375523096
351	0.1371067275
352	0.1367286613
353	0.1363442122
354	0.1359461505
355	0.1356969407
356	0.135408275
357	0.1352500527
358	0.1349792106
359	0.1346239704
360	0.13438158
361	0.1341619661
362	0.1338842347
363	0.1335992406
364	0.1332480829
365	0.1330745515
366	0.1327085082
367	0.1324742725
368	0.1320067793
369	0.131775709
370	0.131541606
371	0.1311694633
372	0.1308971056
373	0.1305998026
374	0.1304667556
375	0.1301780488
376	0.1300276595
377	0.1297907981
378	0.1294873662
379	0.1292569164
380	0.1290925594
381	0.1287218392
382	0.1284916001
383	0.1282788063
384	0.127867597
385	0.1276816961
386	0.1274664919
387	0.1270022823
388	0.1267228451
389	0.1264864029
390	0.1262537098
391	0.1260413391
392	0.1257045821
393	0.1254459468
394	0.1251850263
395	0.1249664226
396	0.1246367708
397	0.1244201867
398	0.1241817515
399	0.1238376073
400	0.1234230774
401	0.123298652
402	0.1230227324
403	0.1228825417
404	0.1226859045
405	0.1223439019
406	0.1220339443
407	0.1217285639
408	0.1212881233
409	0.1210129019
410	0.120767298
411	0.1204650762
412	0.1201314856
413	0.1199594865
414	0.1197354594
415	0.1197073611
416	0.1195564236
417	0.1192622567
418	0.1189175337
419	0.1188092048
420	0.1186815253
421	0.1184039973
422	0.1182222548
423	0.1180301265
424	0.1176909253
425	0.1175231082
426	0.1174157757
427	0.1170655994
428	0.1170192459
429	0.1167359051
430	0.1163695425
431	0.1163457583
432	0.1161763895
433	0.1158951622
434	0.1155671023
435	0.1153367614
436	0.1152953786
437	0.1150766641
438	0.1147937362
439	0.1145543346
440	0.1142361877
441	0.1141295412
442	0.1140895121
443	0.1140684798
444	0.1140377883
445	0.1138584231
446	0.1136453005
447	0.113506035
448	0.1131906723
449	0.1130201785
450	0.1126820242
451	0.112423391
452	0.1121763808
453	0.1120355239
454	0.1115980172
455	0.111226329
456	0.1107895162
457	0.110561373
458	0.1105308661
459	0.110264167
460	0.1101978368
461	0.110166531
462	0.1099027468
463	0.1097804439
464	0.109462385
465	0.1090804842
466	0.1090428216
467	0.1089926676
468	0.1087728419
469	0.1085317421
470	0.1083542241
471	0.1081431782
472	0.1078933615
473	0.1073989694
474	0.1073684567
475	0.1073311184
476	0.1071458621
477	0.1071225772
478	0.1069311914
479	0.1065719812
480	0.1065300132
481	0.1061169167
482	0.1060154725
483	0.105702833
484	0.1054761565
485	0.1054493275
486	0.1051053752
487	0.1049148891
488	0.1045171536
489	0.1044875106
490	0.1042708023
491	0.1042350388
492	0.1040712436
493	0.1039005325
494	0.1038614347
495	0.1038291158
496	0.103583634
497	0.1035557126
498	0.1034862331
499	0.1033149431
500	0.1030655992
501	0.1030341183
502	0.1026434005
503	0.102459502
504	0.1021871099
505	0.1021562273
506	0.1021301296
507	0.1017757644
508	0.1014894645
509	0.1013177303
510	0.1010226796
511	0.1007123485
512	0.1002658934
513	0.1002011795
514	0.09994047236
515	0.09982423598
516	0.09964643332
517	0.09920803744
518	0.09914868252
519	0.0989476664
520	0.0986257296
521	0.09857084257
522	0.09852468581
523	0.09849399221
524	0.0982617435
525	0.09798627478
526	0.09795540444
527	0.09773684889
528	0.09753696324
529	0.09748398309
530	0.09745541137
531	0.09715194245
532	0.09682546475
533	0.09678698548
534	0.09655385139
535	0.09645487992
536	0.09618871824
537	0.09614326626
538	0.09591362372
539	0.095749015
540	0.0957233104
541	0.0955304262
542	0.09519166175
543	0.09501166966
544	0.09473224986
545	0.09437344422
546	0.09399008818
547	0.09386588033
548	0.09361665198
549	0.09340156827
550	0.0931242251
551	0.09285055263
552	0.09263740761
553	0.09259485502
554	0.09256901073
555	0.09241554262
556	0.09234034478
557	0.09230014912
558	0.0922730444
559	0.09195376174
560	0.09181638619
561	0.09149918335
562	0.09113629289
563	0.09111081933
564	0.09081352361
565	0.09059348797
566	0.09041732831
567	0.09021018752
568	0.08995539222
569	0.08963895686
570	0.08936953047
571	0.08930295484
572	0.08908107239
573	0.08881851833
574	0.08864802984
575	0.088346454
576	0.08829987974
577	0.08827469897
578	0.08824969746
579	0.08803268336
580	0.08773767691
581	0.08741566869
582	0.08709131807
583	0.08697882307
584	0.08695533647
585	0.08693205426
586	0.08689571098
587	0.0866749267
588	0.08664419267
589	0.08638289572
590	0.08605689357
591	0.08601845219
592	0.08580010906
593	0.08562821895
594	0.08539199894
595	0.0853395821
596	0.0850135694
597	0.0849120492
598	0.08488964097
599	0.0847456273
600	0.08452057516
601	0.08414250878
602	0.08412019618
603	0.08377571648
604	0.08356170403
605	0.08348817785
606	0.08325793182
607	0.08292562695
608	0.08274920083
609	0.08251705555
610	0.08238193204
611	0.0822154349
612	0.08208635361
613	0.08174306103
614	0.0817132846
615	0.08137709641
616	0.08135138664
617	0.08125032013
618	0.08096472558
619	0.08066583928
620	0.08049205351
621	0.08033237757
622	0.08021841461
623	0.08019766468
624	0.07982043644
625	0.07967253996
626	0.07948826847
627	0.0792617777
628	0.07902257832
629	0.07899922442
630	0.07897982464
631	0.07883601363
632	0.07881122641
633	0.07864694328
634	0.0784778207
635	0.07813051713
636	0.07784395807
637	0.07782655211
638	0.07762737746
639	0.07749064189
640	0.07747212806
641	0.07736928818
642	0.07711498371
643	0.07681572052
644	0.07656276505
645	0.07631430019
646	0.07609795152
647	0.07585592579
648	0.07583733464
649	0.07554960959
650	0.07540248733
651	0.0751668542
652	0.07505361877
653	0.07495287013
654	0.07478600091
655	0.07455671709
656	0.07453885145
657	0.07452158491
658	0.07449858299
659	0.074340749
660	0.07425812474
661	0.07408223467
662	0.07406585462
663	0.07382407504
664	0.07380730366
665	0.07369641188
666	0.0735149341
667	0.07349853486
668	0.07329879875
669	0.0730764708
670	0.07300314817
671	0.07278188502
672	0.07264168486
673	0.07249388339
674	0.07219872246
675	0.07218310153
676	0.07204181017
677	0.07202048645
678	0.07196010706
679	0.07186490108
680	0.07172795406
681	0.07159782812
682	0.07157390887
683	0.07155875488
684	0.07126268849
685	0.07108284895
686	0.07106038604
687	0.07100275982
688	0.07098787876
689	0.07082045869
690	0.07064673912
691	0.07052738165
692	0.07049137976
693	0.07039519149
694	0.07024051484
695	0.07006201435
696	0.06994076125
697	0.06978493154
698	0.06955837856
699	0.06945828886
700	0.06944417994
701	0.06923994422
702	0.06900249653
703	0.06867373222
704	0.06849110906
705	0.06837113569
706	0.06834656365
707	0.06814405596
708	0.06796901802
709	0.06778382636
710	0.06777023365
711	0.06775691523
712	0.06762568629
713	0.06740617023
714	0.06739281662
715	0.06724518266
716	0.06706755022
717	0.06683834243
718	0.06661976099
719	0.06651634701
720	0.06643504633
721	0.06624259708
722	0.06622337943
723	0.06620992888
724	0.06619692007
725	0.06601205035
726	0.0658803512
727	0.06564829236
728	0.06563551186
729	0.06551179236
730	0.06534499685
731	0.06522591105
732	0.06514596717
733	0.06511860464
734	0.06509637696
735	0.06485274497
736	0.06483078298
737	0.06468038081
738	0.06452132478
739	0.06445878603
740	0.06424580159
741	0.06423373472
742	0.06401015218
743	0.06373706591
744	0.06371644572
745	0.06355580816
746	0.06328153108
747	0.06322022208
748	0.06301086394
749	0.06298193593
750	0.06296990602
751	0.06280369272
752	0.06263392693
753	0.06262223586
754	0.06244773026
755	0.0624279571
756	0.06231009845
757	0.06204511083
758	0.06186654311
759	0.06166950635
760	0.06151421772
761	0.06150329629
762	0.06127472353
763	0.06126334585
764	0.06106855711
765	0.06091701223
766	0.0607703341
767	0.06058026434
768	0.06044690512
769	0.06038676522
770	0.06022830795
771	0.06009209827
772	0.06007040554
773	0.05988500287
774	0.05976273246
775	0.05975174604
776	0.0596733858
777	0.05949529283
778	0.05936298716
779	0.0592324646
780	0.05922206578
781	0.05921161262
782	0.05905528735
783	0.05894775279
784	0.05879456967
785	0.05878414303
786	0.05862600417
787	0.05847253578
788	0.05819187508
789	0.05801538794
790	0.05785862671
791	0.05784806351
792	0.05776383298
793	0.05761416717
794	0.0575432795
795	0.05746939154
796	0.0573325131
797	0.05720970669
798	0.05705684328
799	0.05695234306
800	0.05694241029
801	0.05680805523
802	0.05663661426
803	0.05654489822
804	0.05638081343
805	0.05622967812
806	0.05611441167
807	0.05606763579
808	0.05605749685
809	0.05594878512
810	0.05578347558
811	0.05568614394
812	0.05549734829
813	0.05541882571
814	0.05521893083
815	0.05510179816
816	0.05493801586
817	0.05483481867
818	0.05471270823
819	0.05465476504
820	0.05457750239
821	0.05439932624
822	0.05426568058
823	0.05418410622
824	0.0540498818
825	0.05387992972
826	0.05369065293
827	0.05368141837
828	0.05356049164
829	0.05345706649
830	0.05328893522
831	0.05327971595
832	0.05309651131
833	0.05296157297
834	0.05280352574
835	0.0527097404
836	0.05258617714
837	0.05249762027
838	0.05235734834
839	0.05231908636
840	0.05230354059
841	0.05217210952
842	0.05216319215
843	0.05202471864
844	0.05188989858
845	0.05174848681
846	0.05163913313
847	0.0515512344
848	0.05153707474
849	0.05141007503
850	0.05139542655
851	0.05122515361
852	0.0510728609
853	0.05106436277
854	0.05094468623
855	0.05085270509
856	0.0507690187
857	0.05076063778
858	0.05064642826
859	0.05052141967
860	0.05033674817
861	0.05019996458
862	0.05008788498
863	0.04992176891
864	0.04980978009
865	0.0496918141
866	0.04954935547
867	0.04943557345
868	0.049297944
869	0.04916029697
870	0.04914532143
871	0.04902356298
872	0.04889982139
873	0.04875328448
874	0.04873926834
875	0.04861070029
876	0.04852136651
877	0.04836993884
878	0.04826267629
879	0.04808941605
880	0.04807644328
881	0.04791073481
882	0.04779357182
883	0.04766090859
884	0.04753192224
885	0.04746823272
886	0.04739587946
887	0.04727346048
888	0.04714190583
889	0.0470472213
890	0.04695283714
891	0.04682653378
892	0.04671339795
893	0.04659602831
894	0.04658872908
895	0.04650910138
896	0.04640048321
897	0.04635880165
898	0.0462746664
899	0.04617814961
900	0.04599341635
901	0.0458874439
902	0.04578682436
903	0.04562764969
904	0.04549037383
905	0.04534595596
906	0.04523262712
907	0.0451629793
908	0.04500501678
909	0.04491639064
910	0.04480909525
911	0.04471697777
912	0.04469930666
913	0.04462711988
914	0.04455204384
915	0.0444593851
916	0.04436358154
917	0.04425781466
918	0.04424552867
919	0.04410823575
920	0.0440358123
921	0.04402305348
922	0.04400632331
923	0.04391976032
924	0.04380937037
925	0.04380267617
926	0.04379019492
927	0.04368886943
928	0.04356607941
929	0.04340221198
930	0.04331992683
931	0.04318033401
932	0.04316914488
933	0.04316253255
934	0.04307924169
935	0.04301586403
936	0.04298186518
937	0.04289000878
938	0.04283170269
939	0.04273226309
940	0.04272003556
941	0.0426041083
942	0.04249310954
943	0.0424215134
944	0.04229870889
945	0.04214635453
946	0.04213326638
947	0.04202827296
948	0.04191187035
949	0.04176259088
950	0.0416736952
951	0.04166735749
952	0.04165844925
953	0.04155251388
954	0.04153988352
955	0.04147069304
956	0.04145936113
957	0.04145310501
958	0.04138729915
959	0.04128570249
960	0.04121891448
961	0.04109004681
962	0.04107916796
963	0.04107289859
964	0.04098890943
965	0.04083916089
966	0.04074810186
967	0.04065880966
968	0.04056745516
969	0.0404695195
970	0.04035686583
971	0.04030782263
972	0.04018667525
973	0.04007892625
974	0.04000539204
975	0.03997489787
976	0.03990273381
977	0.03989688768
978	0.03989112722
979	0.0398802839
980	0.03977570651
981	0.0396575032
982	0.03963338125
983	0.03954267007
984	0.03953706615
985	0.03939329291
986	0.03936707247
987	0.03927143607
988	0.0391722412
989	0.03916682976
990	0.03907071584
991	0.03893085154
992	0.03882926176
993	0.03871662467
994	0.03859008356
995	0.03848653414
996	0.03842308129
997	0.03829934384
998	0.03820356046
999	0.03817276978
